Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 3, 'n_kv_head': 3, 'n_embd': 384, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 3,145,728
  value_embeds            : 9,437,184
  lm_head                 : 3,145,728
  transformer_matrices    : 10,617,120
  scalars                 : 12
  total                   : 26,345,772
Estimated FLOPs per token: 1.203258e+08
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011034 | lrm: 1.00 | dt: 6711ms | tok/sec: 4,882 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 01702 (75.4%) | loss: 3.333223 | lrm: 0.49 | dt: 135ms | tok/sec: 243,222 | mfu: 3.0% | epoch: 1 | remaining: 74s    
step 01703 (75.4%) | loss: 3.329646 | lrm: 0.49 | dt: 135ms | tok/sec: 243,352 | mfu: 3.0% | epoch: 1 | remaining: 74s    
step 01704 (75.4%) | loss: 3.329846 | lrm: 0.49 | dt: 135ms | tok/sec: 242,820 | mfu: 3.0% | epoch: 1 | remaining: 74s    
step 01705 (75.5%) | loss: 3.343667 | lrm: 0.49 | dt: 135ms | tok/sec: 243,299 | mfu: 3.0% | epoch: 1 | remaining: 73s    
step 01706 (75.5%) | loss: 3.338091 | lrm: 0.49 | dt: 135ms | tok/sec: 243,323 | mfu: 3.0% | epoch: 1 | remaining: 73s    
step 01707 (75.6%) | loss: 3.340387 | lrm: 0.49 | dt: 135ms | tok/sec: 243,086 | mfu: 3.0% | epoch: 1 | remaining: 73s    
step 01708 (75.6%) | loss: 3.331384 | lrm: 0.49 | dt: 135ms | tok/sec: 242,985 | mfu: 3.0% | epoch: 1 | remaining: 73s    
step 01709 (75.7%) | loss: 3.336478 | lrm: 0.49 | dt: 135ms | tok/sec: 242,906 | mfu: 3.0% | epoch: 1 | remaining: 73s    
step 01710 (75.7%) | loss: 3.347825 | lrm: 0.49 | dt: 135ms | tok/sec: 243,400 | mfu: 3.0% | epoch: 1 | remaining: 73s    
step 01711 (75.8%) | loss: 3.352647 | lrm: 0.48 | dt: 135ms | tok/sec: 243,130 | mfu: 3.0% | epoch: 1 | remaining: 73s    
step 01712 (75.8%) | loss: 3.353173 | lrm: 0.48 | dt: 135ms | tok/sec: 243,208 | mfu: 3.0% | epoch: 1 | remaining: 72s    
step 01713 (75.8%) | loss: 3.342526 | lrm: 0.48 | dt: 135ms | tok/sec: 242,846 | mfu: 3.0% | epoch: 1 | remaining: 72s    
step 01714 (75.9%) | loss: 3.353742 | lrm: 0.48 | dt: 135ms | tok/sec: 243,455 | mfu: 3.0% | epoch: 1 | remaining: 72s    
step 01715 (75.9%) | loss: 3.349714 | lrm: 0.48 | dt: 135ms | tok/sec: 243,185 | mfu: 3.0% | epoch: 1 | remaining: 72s    
step 01716 (76.0%) | loss: 3.339955 | lrm: 0.48 | dt: 134ms | tok/sec: 243,645 | mfu: 3.0% | epoch: 1 | remaining: 72s    
step 01717 (76.0%) | loss: 3.360443 | lrm: 0.48 | dt: 135ms | tok/sec: 243,503 | mfu: 3.0% | epoch: 1 | remaining: 72s    
step 01718 (76.1%) | loss: 3.351312 | lrm: 0.48 | dt: 134ms | tok/sec: 243,665 | mfu: 3.0% | epoch: 1 | remaining: 72s    
step 01719 (76.1%) | loss: 3.328918 | lrm: 0.48 | dt: 135ms | tok/sec: 243,050 | mfu: 3.0% | epoch: 1 | remaining: 72s    
step 01720 (76.2%) | loss: 3.329629 | lrm: 0.48 | dt: 135ms | tok/sec: 243,295 | mfu: 3.0% | epoch: 1 | remaining: 71s    
step 01721 (76.2%) | loss: 3.334619 | lrm: 0.48 | dt: 135ms | tok/sec: 243,248 | mfu: 3.0% | epoch: 1 | remaining: 71s    
step 01722 (76.2%) | loss: 3.329371 | lrm: 0.48 | dt: 135ms | tok/sec: 243,446 | mfu: 3.0% | epoch: 1 | remaining: 71s    
step 01723 (76.3%) | loss: 3.320262 | lrm: 0.47 | dt: 135ms | tok/sec: 243,387 | mfu: 3.0% | epoch: 1 | remaining: 71s    
step 01724 (76.3%) | loss: 3.335426 | lrm: 0.47 | dt: 134ms | tok/sec: 243,688 | mfu: 3.0% | epoch: 1 | remaining: 71s    
step 01725 (76.4%) | loss: 3.325654 | lrm: 0.47 | dt: 135ms | tok/sec: 243,303 | mfu: 3.0% | epoch: 1 | remaining: 71s    
step 01726 (76.4%) | loss: 3.308483 | lrm: 0.47 | dt: 135ms | tok/sec: 243,343 | mfu: 3.0% | epoch: 1 | remaining: 71s    
step 01727 (76.5%) | loss: 3.314095 | lrm: 0.47 | dt: 135ms | tok/sec: 243,085 | mfu: 3.0% | epoch: 1 | remaining: 70s    
step 01728 (76.5%) | loss: 3.324801 | lrm: 0.47 | dt: 135ms | tok/sec: 243,265 | mfu: 3.0% | epoch: 1 | remaining: 70s    
step 01729 (76.6%) | loss: 3.332188 | lrm: 0.47 | dt: 135ms | tok/sec: 243,442 | mfu: 3.0% | epoch: 1 | remaining: 70s    
step 01730 (76.6%) | loss: 3.329237 | lrm: 0.47 | dt: 135ms | tok/sec: 243,377 | mfu: 3.0% | epoch: 1 | remaining: 70s    
step 01731 (76.7%) | loss: 3.336502 | lrm: 0.47 | dt: 135ms | tok/sec: 243,398 | mfu: 3.0% | epoch: 1 | remaining: 70s    
step 01732 (76.7%) | loss: 3.334924 | lrm: 0.47 | dt: 136ms | tok/sec: 240,518 | mfu: 2.9% | epoch: 1 | remaining: 70s    
step 01733 (76.7%) | loss: 3.329092 | lrm: 0.47 | dt: 134ms | tok/sec: 243,731 | mfu: 3.0% | epoch: 1 | remaining: 70s    
step 01734 (76.8%) | loss: 3.324723 | lrm: 0.46 | dt: 135ms | tok/sec: 243,536 | mfu: 3.0% | epoch: 1 | remaining: 69s    
step 01735 (76.8%) | loss: 3.328241 | lrm: 0.46 | dt: 135ms | tok/sec: 243,547 | mfu: 3.0% | epoch: 1 | remaining: 69s    
step 01736 (76.9%) | loss: 3.348327 | lrm: 0.46 | dt: 135ms | tok/sec: 243,489 | mfu: 3.0% | epoch: 1 | remaining: 69s    
step 01737 (76.9%) | loss: 3.343502 | lrm: 0.46 | dt: 135ms | tok/sec: 243,382 | mfu: 3.0% | epoch: 1 | remaining: 69s    
step 01738 (77.0%) | loss: 3.345338 | lrm: 0.46 | dt: 135ms | tok/sec: 243,187 | mfu: 3.0% | epoch: 1 | remaining: 69s    
step 01739 (77.0%) | loss: 3.347017 | lrm: 0.46 | dt: 135ms | tok/sec: 243,525 | mfu: 3.0% | epoch: 1 | remaining: 69s    
step 01740 (77.1%) | loss: 3.347953 | lrm: 0.46 | dt: 135ms | tok/sec: 242,865 | mfu: 3.0% | epoch: 1 | remaining: 69s    
step 01741 (77.1%) | loss: 3.338162 | lrm: 0.46 | dt: 135ms | tok/sec: 243,553 | mfu: 3.0% | epoch: 1 | remaining: 69s    
step 01742 (77.1%) | loss: 3.322247 | lrm: 0.46 | dt: 135ms | tok/sec: 243,387 | mfu: 3.0% | epoch: 1 | remaining: 68s    
step 01743 (77.2%) | loss: 3.337587 | lrm: 0.46 | dt: 135ms | tok/sec: 243,593 | mfu: 3.0% | epoch: 1 | remaining: 68s    
step 01744 (77.2%) | loss: 3.338599 | lrm: 0.46 | dt: 135ms | tok/sec: 242,848 | mfu: 3.0% | epoch: 1 | remaining: 68s    
step 01745 (77.3%) | loss: 3.352682 | lrm: 0.45 | dt: 135ms | tok/sec: 243,466 | mfu: 3.0% | epoch: 1 | remaining: 68s    
step 01746 (77.3%) | loss: 3.344242 | lrm: 0.45 | dt: 135ms | tok/sec: 242,886 | mfu: 3.0% | epoch: 1 | remaining: 68s    
step 01747 (77.4%) | loss: 3.353731 | lrm: 0.45 | dt: 135ms | tok/sec: 243,506 | mfu: 3.0% | epoch: 1 | remaining: 68s    
step 01748 (77.4%) | loss: 3.346145 | lrm: 0.45 | dt: 135ms | tok/sec: 243,354 | mfu: 3.0% | epoch: 1 | remaining: 68s    
step 01749 (77.5%) | loss: 3.347473 | lrm: 0.45 | dt: 135ms | tok/sec: 243,019 | mfu: 3.0% | epoch: 1 | remaining: 67s    
step 01750 (77.5%) | loss: 3.339025 | lrm: 0.45 | dt: 135ms | tok/sec: 243,252 | mfu: 3.0% | epoch: 1 | remaining: 67s    
step 01751 (77.6%) | loss: 3.333603 | lrm: 0.45 | dt: 135ms | tok/sec: 243,452 | mfu: 3.0% | epoch: 1 | remaining: 67s    
step 01752 (77.6%) | loss: 3.334327 | lrm: 0.45 | dt: 135ms | tok/sec: 243,475 | mfu: 3.0% | epoch: 1 | remaining: 67s    
step 01753 (77.6%) | loss: 3.320289 | lrm: 0.45 | dt: 135ms | tok/sec: 243,198 | mfu: 3.0% | epoch: 1 | remaining: 67s    
step 01754 (77.7%) | loss: 3.319156 | lrm: 0.45 | dt: 135ms | tok/sec: 243,364 | mfu: 3.0% | epoch: 1 | remaining: 67s    
step 01755 (77.7%) | loss: 3.314880 | lrm: 0.45 | dt: 135ms | tok/sec: 243,462 | mfu: 3.0% | epoch: 1 | remaining: 67s    
step 01756 (77.8%) | loss: 3.317767 | lrm: 0.44 | dt: 135ms | tok/sec: 243,592 | mfu: 3.0% | epoch: 1 | remaining: 67s    
step 01757 (77.8%) | loss: 3.307418 | lrm: 0.44 | dt: 135ms | tok/sec: 243,440 | mfu: 3.0% | epoch: 1 | remaining: 66s    
step 01758 (77.9%) | loss: 3.313898 | lrm: 0.44 | dt: 135ms | tok/sec: 243,519 | mfu: 3.0% | epoch: 1 | remaining: 66s    
step 01759 (77.9%) | loss: 3.300576 | lrm: 0.44 | dt: 135ms | tok/sec: 243,455 | mfu: 3.0% | epoch: 1 | remaining: 66s    
step 01760 (78.0%) | loss: 3.299000 | lrm: 0.44 | dt: 135ms | tok/sec: 243,363 | mfu: 3.0% | epoch: 1 | remaining: 66s    
step 01761 (78.0%) | loss: 3.312224 | lrm: 0.44 | dt: 135ms | tok/sec: 243,232 | mfu: 3.0% | epoch: 1 | remaining: 66s    
step 01762 (78.0%) | loss: 3.314507 | lrm: 0.44 | dt: 135ms | tok/sec: 243,241 | mfu: 3.0% | epoch: 1 | remaining: 66s    
step 01763 (78.1%) | loss: 3.320801 | lrm: 0.44 | dt: 135ms | tok/sec: 243,012 | mfu: 3.0% | epoch: 1 | remaining: 66s    
step 01764 (78.1%) | loss: 3.326796 | lrm: 0.44 | dt: 135ms | tok/sec: 243,394 | mfu: 3.0% | epoch: 1 | remaining: 65s    
step 01765 (78.2%) | loss: 3.326132 | lrm: 0.44 | dt: 135ms | tok/sec: 242,830 | mfu: 3.0% | epoch: 1 | remaining: 65s    
step 01766 (78.2%) | loss: 3.330168 | lrm: 0.44 | dt: 135ms | tok/sec: 243,242 | mfu: 3.0% | epoch: 1 | remaining: 65s    
step 01767 (78.3%) | loss: 3.315110 | lrm: 0.43 | dt: 135ms | tok/sec: 243,054 | mfu: 3.0% | epoch: 1 | remaining: 65s    
step 01768 (78.3%) | loss: 3.321305 | lrm: 0.43 | dt: 135ms | tok/sec: 243,607 | mfu: 3.0% | epoch: 1 | remaining: 65s    
step 01769 (78.4%) | loss: 3.309434 | lrm: 0.43 | dt: 135ms | tok/sec: 243,341 | mfu: 3.0% | epoch: 1 | remaining: 65s    
step 01770 (78.4%) | loss: 3.314614 | lrm: 0.43 | dt: 135ms | tok/sec: 243,468 | mfu: 3.0% | epoch: 1 | remaining: 65s    
step 01771 (78.4%) | loss: 3.320959 | lrm: 0.43 | dt: 135ms | tok/sec: 242,671 | mfu: 3.0% | epoch: 1 | remaining: 65s    
step 01772 (78.5%) | loss: 3.314735 | lrm: 0.43 | dt: 135ms | tok/sec: 243,175 | mfu: 3.0% | epoch: 1 | remaining: 64s    
step 01773 (78.5%) | loss: 3.314426 | lrm: 0.43 | dt: 135ms | tok/sec: 243,484 | mfu: 3.0% | epoch: 1 | remaining: 64s    
step 01774 (78.6%) | loss: 3.311712 | lrm: 0.43 | dt: 134ms | tok/sec: 243,794 | mfu: 3.0% | epoch: 1 | remaining: 64s    
step 01775 (78.6%) | loss: 3.328060 | lrm: 0.43 | dt: 135ms | tok/sec: 243,383 | mfu: 3.0% | epoch: 1 | remaining: 64s    
step 01776 (78.7%) | loss: 3.324082 | lrm: 0.43 | dt: 135ms | tok/sec: 243,307 | mfu: 3.0% | epoch: 1 | remaining: 64s    
step 01777 (78.7%) | loss: 3.317236 | lrm: 0.43 | dt: 135ms | tok/sec: 243,260 | mfu: 3.0% | epoch: 1 | remaining: 64s    
step 01778 (78.8%) | loss: 3.321004 | lrm: 0.42 | dt: 134ms | tok/sec: 244,049 | mfu: 3.0% | epoch: 1 | remaining: 64s    
step 01779 (78.8%) | loss: 3.319000 | lrm: 0.42 | dt: 135ms | tok/sec: 243,055 | mfu: 3.0% | epoch: 1 | remaining: 63s    
step 01780 (78.9%) | loss: 3.334249 | lrm: 0.42 | dt: 135ms | tok/sec: 242,802 | mfu: 3.0% | epoch: 1 | remaining: 63s    
step 01781 (78.9%) | loss: 3.327159 | lrm: 0.42 | dt: 135ms | tok/sec: 243,037 | mfu: 3.0% | epoch: 1 | remaining: 63s    
step 01782 (78.9%) | loss: 3.318618 | lrm: 0.42 | dt: 134ms | tok/sec: 243,863 | mfu: 3.0% | epoch: 1 | remaining: 63s    
step 01783 (79.0%) | loss: 3.309680 | lrm: 0.42 | dt: 135ms | tok/sec: 243,199 | mfu: 3.0% | epoch: 1 | remaining: 63s    
step 01784 (79.0%) | loss: 3.312909 | lrm: 0.42 | dt: 135ms | tok/sec: 243,308 | mfu: 3.0% | epoch: 1 | remaining: 63s    
step 01785 (79.1%) | loss: 3.313706 | lrm: 0.42 | dt: 135ms | tok/sec: 243,502 | mfu: 3.0% | epoch: 1 | remaining: 63s    
step 01786 (79.1%) | loss: 3.316245 | lrm: 0.42 | dt: 135ms | tok/sec: 243,246 | mfu: 3.0% | epoch: 1 | remaining: 62s    
step 01787 (79.2%) | loss: 3.321075 | lrm: 0.42 | dt: 135ms | tok/sec: 243,217 | mfu: 3.0% | epoch: 1 | remaining: 62s    
step 01788 (79.2%) | loss: 3.323171 | lrm: 0.42 | dt: 135ms | tok/sec: 243,487 | mfu: 3.0% | epoch: 1 | remaining: 62s    
step 01789 (79.3%) | loss: 3.319299 | lrm: 0.41 | dt: 135ms | tok/sec: 243,506 | mfu: 3.0% | epoch: 1 | remaining: 62s    
step 01790 (79.3%) | loss: 3.320558 | lrm: 0.41 | dt: 135ms | tok/sec: 243,088 | mfu: 3.0% | epoch: 1 | remaining: 62s    
step 01791 (79.3%) | loss: 3.330727 | lrm: 0.41 | dt: 135ms | tok/sec: 243,426 | mfu: 3.0% | epoch: 1 | remaining: 62s    
step 01792 (79.4%) | loss: 3.336421 | lrm: 0.41 | dt: 135ms | tok/sec: 243,268 | mfu: 3.0% | epoch: 1 | remaining: 62s    
step 01793 (79.4%) | loss: 3.343654 | lrm: 0.41 | dt: 134ms | tok/sec: 243,698 | mfu: 3.0% | epoch: 1 | remaining: 62s    
step 01794 (79.5%) | loss: 3.353521 | lrm: 0.41 | dt: 135ms | tok/sec: 243,132 | mfu: 3.0% | epoch: 1 | remaining: 61s    
step 01795 (79.5%) | loss: 3.345522 | lrm: 0.41 | dt: 135ms | tok/sec: 243,396 | mfu: 3.0% | epoch: 1 | remaining: 61s    
step 01796 (79.6%) | loss: 3.355147 | lrm: 0.41 | dt: 135ms | tok/sec: 242,977 | mfu: 3.0% | epoch: 1 | remaining: 61s    
step 01797 (79.6%) | loss: 3.350816 | lrm: 0.41 | dt: 135ms | tok/sec: 243,271 | mfu: 3.0% | epoch: 1 | remaining: 61s    
step 01798 (79.7%) | loss: 3.349775 | lrm: 0.41 | dt: 135ms | tok/sec: 243,227 | mfu: 3.0% | epoch: 1 | remaining: 61s    
step 01799 (79.7%) | loss: 3.343886 | lrm: 0.41 | dt: 135ms | tok/sec: 243,389 | mfu: 3.0% | epoch: 1 | remaining: 61s    
step 01800 (79.8%) | loss: 3.339902 | lrm: 0.40 | dt: 135ms | tok/sec: 243,147 | mfu: 3.0% | epoch: 1 | remaining: 61s    
step 01801 (79.8%) | loss: 3.320241 | lrm: 0.40 | dt: 135ms | tok/sec: 243,521 | mfu: 3.0% | epoch: 1 | remaining: 60s    
step 01802 (79.8%) | loss: 3.319592 | lrm: 0.40 | dt: 135ms | tok/sec: 243,291 | mfu: 3.0% | epoch: 1 | remaining: 60s    
step 01803 (79.9%) | loss: 3.334392 | lrm: 0.40 | dt: 135ms | tok/sec: 243,255 | mfu: 3.0% | epoch: 1 | remaining: 60s    
step 01804 (79.9%) | loss: 3.336764 | lrm: 0.40 | dt: 135ms | tok/sec: 243,205 | mfu: 3.0% | epoch: 1 | remaining: 60s    
step 01805 (80.0%) | loss: 3.344578 | lrm: 0.40 | dt: 135ms | tok/sec: 243,262 | mfu: 3.0% | epoch: 1 | remaining: 60s    
step 01806 (80.0%) | loss: 3.345173 | lrm: 0.40 | dt: 135ms | tok/sec: 242,986 | mfu: 3.0% | epoch: 1 | remaining: 60s    
step 01807 (80.1%) | loss: 3.343947 | lrm: 0.40 | dt: 135ms | tok/sec: 242,826 | mfu: 3.0% | epoch: 1 | remaining: 60s    
step 01808 (80.1%) | loss: 3.333117 | lrm: 0.40 | dt: 135ms | tok/sec: 242,647 | mfu: 3.0% | epoch: 1 | remaining: 60s    
step 01809 (80.2%) | loss: 3.328860 | lrm: 0.40 | dt: 134ms | tok/sec: 244,117 | mfu: 3.0% | epoch: 1 | remaining: 59s    
step 01810 (80.2%) | loss: 3.320463 | lrm: 0.40 | dt: 135ms | tok/sec: 243,121 | mfu: 3.0% | epoch: 1 | remaining: 59s    
step 01811 (80.2%) | loss: 3.317663 | lrm: 0.40 | dt: 135ms | tok/sec: 243,356 | mfu: 3.0% | epoch: 1 | remaining: 59s    
step 01812 (80.3%) | loss: 3.323754 | lrm: 0.39 | dt: 135ms | tok/sec: 243,362 | mfu: 3.0% | epoch: 1 | remaining: 59s    
step 01813 (80.3%) | loss: 3.319669 | lrm: 0.39 | dt: 135ms | tok/sec: 243,285 | mfu: 3.0% | epoch: 1 | remaining: 59s    
step 01814 (80.4%) | loss: 3.330176 | lrm: 0.39 | dt: 135ms | tok/sec: 243,352 | mfu: 3.0% | epoch: 1 | remaining: 59s    
step 01815 (80.4%) | loss: 3.341007 | lrm: 0.39 | dt: 135ms | tok/sec: 243,207 | mfu: 3.0% | epoch: 1 | remaining: 59s    
step 01816 (80.5%) | loss: 3.340676 | lrm: 0.39 | dt: 135ms | tok/sec: 242,899 | mfu: 3.0% | epoch: 1 | remaining: 58s    
step 01817 (80.5%) | loss: 3.334204 | lrm: 0.39 | dt: 135ms | tok/sec: 243,146 | mfu: 3.0% | epoch: 1 | remaining: 58s    
step 01818 (80.6%) | loss: 3.308338 | lrm: 0.39 | dt: 135ms | tok/sec: 243,074 | mfu: 3.0% | epoch: 1 | remaining: 58s    
step 01819 (80.6%) | loss: 3.308100 | lrm: 0.39 | dt: 135ms | tok/sec: 242,608 | mfu: 3.0% | epoch: 1 | remaining: 58s    
step 01820 (80.6%) | loss: 3.312834 | lrm: 0.39 | dt: 135ms | tok/sec: 243,150 | mfu: 3.0% | epoch: 1 | remaining: 58s    
step 01821 (80.7%) | loss: 3.311929 | lrm: 0.39 | dt: 138ms | tok/sec: 237,386 | mfu: 2.9% | epoch: 1 | remaining: 58s    
step 01822 (80.7%) | loss: 3.319704 | lrm: 0.39 | dt: 135ms | tok/sec: 242,467 | mfu: 2.9% | epoch: 1 | remaining: 58s    
step 01823 (80.8%) | loss: 3.315117 | lrm: 0.38 | dt: 135ms | tok/sec: 243,457 | mfu: 3.0% | epoch: 1 | remaining: 58s    
step 01824 (80.8%) | loss: 3.331443 | lrm: 0.38 | dt: 135ms | tok/sec: 242,770 | mfu: 3.0% | epoch: 1 | remaining: 57s    
step 01825 (80.9%) | loss: 3.334308 | lrm: 0.38 | dt: 135ms | tok/sec: 243,247 | mfu: 3.0% | epoch: 1 | remaining: 57s    
step 01826 (80.9%) | loss: 3.349468 | lrm: 0.38 | dt: 135ms | tok/sec: 242,713 | mfu: 3.0% | epoch: 1 | remaining: 57s    
step 01827 (81.0%) | loss: 3.337538 | lrm: 0.38 | dt: 135ms | tok/sec: 242,448 | mfu: 2.9% | epoch: 1 | remaining: 57s    
step 01828 (81.0%) | loss: 3.331657 | lrm: 0.38 | dt: 135ms | tok/sec: 242,683 | mfu: 3.0% | epoch: 1 | remaining: 57s    
step 01829 (81.1%) | loss: 3.324920 | lrm: 0.38 | dt: 135ms | tok/sec: 242,782 | mfu: 3.0% | epoch: 1 | remaining: 57s    
step 01830 (81.1%) | loss: 3.322938 | lrm: 0.38 | dt: 135ms | tok/sec: 243,151 | mfu: 3.0% | epoch: 1 | remaining: 57s    
step 01831 (81.1%) | loss: 3.332815 | lrm: 0.38 | dt: 135ms | tok/sec: 243,339 | mfu: 3.0% | epoch: 1 | remaining: 56s    
step 01832 (81.2%) | loss: 3.319585 | lrm: 0.38 | dt: 135ms | tok/sec: 242,852 | mfu: 3.0% | epoch: 1 | remaining: 56s    
step 01833 (81.2%) | loss: 3.316166 | lrm: 0.38 | dt: 135ms | tok/sec: 242,560 | mfu: 2.9% | epoch: 1 | remaining: 56s    
step 01834 (81.3%) | loss: 3.308420 | lrm: 0.37 | dt: 135ms | tok/sec: 243,143 | mfu: 3.0% | epoch: 1 | remaining: 56s    
step 01835 (81.3%) | loss: 3.310407 | lrm: 0.37 | dt: 154ms | tok/sec: 212,375 | mfu: 2.6% | epoch: 1 | remaining: 56s    
step 01836 (81.4%) | loss: 3.313249 | lrm: 0.37 | dt: 135ms | tok/sec: 242,664 | mfu: 3.0% | epoch: 1 | remaining: 56s    
step 01837 (81.4%) | loss: 3.305615 | lrm: 0.37 | dt: 135ms | tok/sec: 242,794 | mfu: 3.0% | epoch: 1 | remaining: 56s    
step 01838 (81.5%) | loss: 3.302282 | lrm: 0.37 | dt: 135ms | tok/sec: 242,940 | mfu: 3.0% | epoch: 1 | remaining: 55s    
step 01839 (81.5%) | loss: 3.295370 | lrm: 0.37 | dt: 135ms | tok/sec: 243,181 | mfu: 3.0% | epoch: 1 | remaining: 55s    
step 01840 (81.6%) | loss: 3.300830 | lrm: 0.37 | dt: 135ms | tok/sec: 243,121 | mfu: 3.0% | epoch: 1 | remaining: 55s    
step 01841 (81.6%) | loss: 3.314184 | lrm: 0.37 | dt: 135ms | tok/sec: 243,148 | mfu: 3.0% | epoch: 1 | remaining: 55s    
step 01842 (81.6%) | loss: 3.318319 | lrm: 0.37 | dt: 135ms | tok/sec: 242,784 | mfu: 3.0% | epoch: 1 | remaining: 55s    
step 01843 (81.7%) | loss: 3.320078 | lrm: 0.37 | dt: 135ms | tok/sec: 242,986 | mfu: 3.0% | epoch: 1 | remaining: 55s    
step 01844 (81.7%) | loss: 3.314184 | lrm: 0.37 | dt: 135ms | tok/sec: 242,683 | mfu: 3.0% | epoch: 1 | remaining: 55s    
step 01845 (81.8%) | loss: 3.327730 | lrm: 0.36 | dt: 135ms | tok/sec: 242,768 | mfu: 3.0% | epoch: 1 | remaining: 55s    
step 01846 (81.8%) | loss: 3.324270 | lrm: 0.36 | dt: 135ms | tok/sec: 242,707 | mfu: 3.0% | epoch: 1 | remaining: 54s    
step 01847 (81.9%) | loss: 3.339219 | lrm: 0.36 | dt: 135ms | tok/sec: 242,779 | mfu: 3.0% | epoch: 1 | remaining: 54s    
step 01848 (81.9%) | loss: 3.325586 | lrm: 0.36 | dt: 135ms | tok/sec: 242,863 | mfu: 3.0% | epoch: 1 | remaining: 54s    
step 01849 (82.0%) | loss: 3.329978 | lrm: 0.36 | dt: 135ms | tok/sec: 242,945 | mfu: 3.0% | epoch: 1 | remaining: 54s    
step 01850 (82.0%) | loss: 3.334753 | lrm: 0.36 | dt: 135ms | tok/sec: 242,835 | mfu: 3.0% | epoch: 1 | remaining: 54s    
step 01851 (82.1%) | loss: 3.333714 | lrm: 0.36 | dt: 135ms | tok/sec: 242,929 | mfu: 3.0% | epoch: 1 | remaining: 54s    
step 01852 (82.1%) | loss: 3.327149 | lrm: 0.36 | dt: 135ms | tok/sec: 242,693 | mfu: 3.0% | epoch: 1 | remaining: 54s    
step 01853 (82.1%) | loss: 3.321411 | lrm: 0.36 | dt: 135ms | tok/sec: 242,260 | mfu: 2.9% | epoch: 1 | remaining: 53s    
step 01854 (82.2%) | loss: 3.324058 | lrm: 0.36 | dt: 134ms | tok/sec: 243,658 | mfu: 3.0% | epoch: 1 | remaining: 53s    
step 01855 (82.2%) | loss: 3.338838 | lrm: 0.36 | dt: 135ms | tok/sec: 242,475 | mfu: 2.9% | epoch: 1 | remaining: 53s    
step 01856 (82.3%) | loss: 3.331460 | lrm: 0.35 | dt: 135ms | tok/sec: 243,094 | mfu: 3.0% | epoch: 1 | remaining: 53s    
step 01857 (82.3%) | loss: 3.340386 | lrm: 0.35 | dt: 135ms | tok/sec: 242,592 | mfu: 2.9% | epoch: 1 | remaining: 53s    
step 01858 (82.4%) | loss: 3.330184 | lrm: 0.35 | dt: 134ms | tok/sec: 243,740 | mfu: 3.0% | epoch: 1 | remaining: 53s    
step 01859 (82.4%) | loss: 3.344160 | lrm: 0.35 | dt: 135ms | tok/sec: 243,405 | mfu: 3.0% | epoch: 1 | remaining: 53s    
step 01860 (82.5%) | loss: 3.344390 | lrm: 0.35 | dt: 135ms | tok/sec: 243,070 | mfu: 3.0% | epoch: 1 | remaining: 52s    
step 01861 (82.5%) | loss: 3.341068 | lrm: 0.35 | dt: 135ms | tok/sec: 242,591 | mfu: 2.9% | epoch: 1 | remaining: 52s    
step 01862 (82.5%) | loss: 3.333192 | lrm: 0.35 | dt: 134ms | tok/sec: 243,992 | mfu: 3.0% | epoch: 1 | remaining: 52s    
step 01863 (82.6%) | loss: 3.319528 | lrm: 0.35 | dt: 135ms | tok/sec: 242,828 | mfu: 3.0% | epoch: 1 | remaining: 52s    
step 01864 (82.6%) | loss: 3.310017 | lrm: 0.35 | dt: 148ms | tok/sec: 221,504 | mfu: 2.7% | epoch: 1 | remaining: 52s    
step 01865 (82.7%) | loss: 3.314275 | lrm: 0.35 | dt: 136ms | tok/sec: 241,806 | mfu: 2.9% | epoch: 1 | remaining: 52s    
step 01866 (82.7%) | loss: 3.322292 | lrm: 0.35 | dt: 135ms | tok/sec: 243,084 | mfu: 3.0% | epoch: 1 | remaining: 52s    
step 01867 (82.8%) | loss: 3.332943 | lrm: 0.34 | dt: 135ms | tok/sec: 243,050 | mfu: 3.0% | epoch: 1 | remaining: 52s    
step 01868 (82.8%) | loss: 3.330081 | lrm: 0.34 | dt: 135ms | tok/sec: 243,200 | mfu: 3.0% | epoch: 1 | remaining: 51s    
step 01869 (82.9%) | loss: 3.312886 | lrm: 0.34 | dt: 135ms | tok/sec: 242,743 | mfu: 3.0% | epoch: 1 | remaining: 51s    
step 01870 (82.9%) | loss: 3.317457 | lrm: 0.34 | dt: 135ms | tok/sec: 243,226 | mfu: 3.0% | epoch: 1 | remaining: 51s    
step 01871 (83.0%) | loss: 3.299285 | lrm: 0.34 | dt: 135ms | tok/sec: 242,968 | mfu: 3.0% | epoch: 1 | remaining: 51s    
step 01872 (83.0%) | loss: 3.285799 | lrm: 0.34 | dt: 135ms | tok/sec: 242,897 | mfu: 3.0% | epoch: 1 | remaining: 51s    
step 01873 (83.0%) | loss: 3.276642 | lrm: 0.34 | dt: 135ms | tok/sec: 242,841 | mfu: 3.0% | epoch: 1 | remaining: 51s    
